id,source,author,text,created_utc,url,keyword,score,extras,lang,text_en,sentiment_score,sentiment_label,bert_label,bert_score,bert_sentiment_score,emo_label,emo_score,tox_is_toxic,tox_max_label,tox_max_score
115630305051545006,mastodon,pecadosyplacer.wordpress.com@pecadosyplacer.wordpress.com,"@wingstopMX @wingstopmex @wingstopmex ​Wingstop presenta su nuevo menuWingstop Innovaciones en el MenúCiudad de México, 28 de noviembre de 2025.Wingstop cierra el año con un rediseño integral de su menú, pensado para mantener a la marca a la vanguardia y conectar con las nuevas generaciones que buscan experiencias frescas, visuales y auténticas.La renovación incorpora bebidas vibrantes y frutales —como Purple Love preparado con Ginebra puerto de Indias Blackberry con jugo de blueberry, pulpa e tuna roja, limon y agua quina (500ml), Tuna Encantada preparado con mezcal encantado, con pulpa de tuna roja, naranja y limon, escarchado con chamoy y chile (230ml) Jack Blue preparado con Jack daniel´s con jugo de blueberry mezcla de cítricos , sprite y un twis de naranja (230ml) Berry Mojito un twis al clasico mojito, preparado con Ron Captain Morgan spiced y pulpa de frutos rojos (400ml) y Johnnie ‘s Lemonade— además de cócteles ligeros como Buchanita Pineapple Breeze preparado con buchanan´s pineapple con juego de piña ,crema de coco, limon y hierbabuena (400ml). También se suman opciones sin alcohol, igual de divertidas y estéticamente atractivas, no olvidemos también que la mayoría de estos deliciosos y atractivos cocteles los tenemos disponible en nuestro aclamado viernes de Wingstop donde los cocteles están desde $69 pesos y cervezas desde $29En alimentos, destacan novedades como Corn Ribes, Spicy Korean Burger, WS Waffles y Carajillo Honey, así como cervezas saborizadas (arándano, mandarina y guayaba) y una oferta ampliada de copeo y cocteleríaCon estos cambios, Wingstop busca ofrecer una experiencia más fresca, social y personalizada, con más opciones para todos los gustos y nuevos sabores por descubrir en cada visita.El lanzamiento se comunicará mediante una estrategia multicanal con campañas en redes sociales, activaciones con creadores de contenido y material POP en sucursales.De cara al futuro, la marca seguirá explorando temporalidades tipo In & Out, nuevas bebidas y posibles colaboraciones especiales para mantener un menú dinámico y relevante.FB @wingstopMXIG @wingstopmexTikTok @wingstopmexGracias por leernos s p i c y k o r e a n b u r g e r 7 2 0 2 0 2 5 w i n g s t o p d r i n k s 1 5 3 3 7 2 0 b a c o n c h i c k e n b u r g e r 7 2 0 2 0 2 5 w i n g s t o p d r i n k s 1 4 8 9 7 2 0 w i n g s t o p l o g o 2 0 2 5 w i n g s t o p d r i n k s 1 5 3 1 7 2 0 #25anosdesw #bigbangtheory #buenfin #cdmx #comunidadsw #diadelswinger #exposw #exposw18 #exposwmexico #exposwmexico18 #fuerzamexico #mexico #mundosw #sigamosayudando #swingerday #swingersunidos #swingersunited #3d #almohadazo #fernandamg82 #fernandamg82Desnuda #fersw82 #fersw82Desnuda #geekgangstermx #miaumiauhw #mrmcuckold #tapiafernanda #warnersmx #Triplew #TriplewAndroid #accor #adolescentes #ageOfUltron #amiga #amor #angelinaJolie #angryBirds #aroma #arte #automovilismo #avengers #batman #bebe #bebes #belleza #bigBangTheory #buenFin #camara #cannes #captainAmerica #cfdi #cine #comics #comida #comidaADolicilio #compucom #contpaqi #cuckold #cultura #dLink #dcComics #dell #deportes #depresion #diaDelPadre #diseno #disney #diversion #ecologia #elAlmohadazo #electronicaDeConsumoElectronicaDeConsumo #embarazo #envy #estafa #facturaElectronica #familia #fanatico #fernandaTapia #fernandatapiaTv #futbol #galaxyS4 #gameloft #gamers #geek #geekdom #geekgangster #geeks #guardianesDeLaGalaxiaVol2 #hija #hijas #hijos #hogar #hombres #hotsale #hotsale2018 #hotwife #hp #hughJackman #ibm #imation #iphone #isisMunguia #iwc #iwcSchaffhausen #juegos #juguetes #kaspersky #kinetic #klans #koblenz #kyoto #laborSocial #lenovo #lg #logan #losSimpson #losSimpsonRespuestasDelPergaminoSagrado #mac #madre #madres #magios #mamada #mamas #mama #marioAguilar #marvel #menInBlack #miaumiahw #microsoft #moda #motorola #movies #moviles #musica #navidad #nextel #ninos #nikon #oppo #pac #padres #pareja #pechos #pokemon #pokemongo #preescolares #queMamaDaEsosConsejos #quemamadaesosconsejos #regalos #respuestasDelPergaminoSagrado #rock #salud #samsung #sat #schaffhausen #sensual #sexo #sexy #socialMedia #socialstar #spiderMan #spinMaster #spotify #starWars #starwars #sugerencia #sugerncia #superman #surfaceRt #swinger #swingers #symantec #tapiaFernanda #tdk #tecnologiaConMario #tecnologiaTecnologiaConMario #telcel #tequila #theBigBangTheory #ti #tripleW #triplew #turismo #twitter #warners #yahoo #youtube #youtubeMagios",2025-11-29 00:40:25+00:00,https://pecadosyplacer.wordpress.com/2025/11/28/wingstopmx-wingstopmex-wingstopmex-wingstop-presenta-su-nuevo-menu/,iPhone,0,,es,"@wingstopMX @wingstopmex @wingstopmex Wingstopmex presents its new menuWingstop Innovations in Mexico City, November 28, 2025.Wingstop closes the year with an integral redesign of its menu, designed to keep the mark on the vanguard and connect to the new generations seeking fresh, visual and authentic experiences.The refurbishment incorporates vibrant and fruity drinks — such as Purple Love prepared with the port of India's Blackberry with blueberry, purple and bluefin tuna (500ml), Tuna Enchanted with a blend of red, orange and lemon, mixed with oranges with oranges and oranges (230 years old with oranges)",0.9246,positive,positive,0.7656026482582092,0.7656026482582092,desire,0.10303415358066559,False,toxicity,0.0003792063216678798
115629746671960710,mastodon,tugatech@masto.pt,iPhone 18 Pro: Preço poderá aumentar devido à crise nas memórias🔗 https://tugatech.com.pt/t74997-iphone-18-pro-preco-podera-aumentar-devido-a-crise-nas-memorias#crise #iphone,2025-11-28 22:45:13+00:00,https://masto.pt/@tugatech/115629746635268365,iPhone,0,,pt,iPhone 18 Pro: Price may increase due to the crisis in the memorabilia https://tugatech.com.pt/t74997-iphone-18-pro-preco-power-uper-devida-a-crise-nas-memoires#crise #iphone,-0.4215,negative,neutral,0.7145386934280396,0.0,curiosity,0.08762895315885544,False,toxicity,0.0003759980318136513
115629709946399399,mastodon,impress@rss-mstdn.studiofreesia.com,【山田祥平のRe:config.sys】iPhoneと写真をやり取りできるようになって肩身がちょっと広くなったAndroidhttps://pc.watch.impress.co.jp/docs/column/config/2067270.html#impress #パソコン_タブレット_スマートフォン #スマートフォン #iPhone #Android,2025-11-28 22:35:52+00:00,https://rss-mstdn.studiofreesia.com/@impress/115629709883554256,iPhone,0,,ja,Androidhttps://pc.watch.impress.co.jpg/docs/column/config/20672770.html#impress #pascon_tablet_smartphone #iPhone #iPhone #Android,0.0,neutral,neutral,0.7245999574661255,0.0,approval,0.06872931867837906,False,toxicity,0.0004259381676092744
115629584751478039,mastodon,heiseonlineenglish@social.heise.de,"iOS 26: Why Call Identification and Hold Music Assistant FailApple has implemented two useful new telephony features in iOS 26. However, under certain circumstances, they may not appear.https://www.heise.de/en/news/iOS-26-Why-Call-Identification-and-Hold-Music-Assistant-Fail-11096981.html?wt_mc=sm.red.ho.mastodon.mastodon.md_beitraege.md_beitraege&utm_source=mastodon#Apple #iOS #iPhone #Mobiles #Spracherkennung #news",2025-11-28 22:04:00+00:00,https://social.heise.de/@heiseonlineenglish/115629584581618917,iPhone,0,,en,"iOS 26: Why Call Identification and Hold Music Assistant FailApple has implemented two useful new telephony features in iOS 26. However, under certain circumstances, they may not appear.https://www.heise.de/en/news/iOS-26-Why-Call-Identification-and-Hold-Music-Assistant-Fail-11096981.html?wt_mc=sm.red.ho.mastodon.mastodon.md_beitraege.md_beitraege&utm_source=mastodon#Apple #iOS #iPhone #Mobiles #Spracherkennung #news",0.6124,positive,negative,0.4964313805103302,-0.4964313805103302,caring,0.13019870221614838,False,toxicity,0.00035429614945314825
115629422977789434,mastodon,mildpeach@mstdn.social,General #iPhone question. I use an iPhone 13 and am mostly happy with it. I frequently write snips of my books on it. I am way unhappy with getting files off my phone onto my main computer where my main writing software (scrivener) lives. Are newer iPhones any better at moving files around?,2025-11-28 21:22:54+00:00,https://mstdn.social/@mildpeach/115629422948115484,iPhone,0,,en,General #iPhone question. I use an iPhone 13 and am mostly happy with it. I frequently write snips of my books on it. I am way unhappy with getting files off my phone onto my main computer where my main writing software (scrivener) lives. Are newer iPhones any better at moving files around?,0.5859,positive,positive,0.6919983625411987,0.6919983625411987,curiosity,0.15622597932815552,False,toxicity,0.0003771193150896579
115629320344044765,mastodon,izoateofficial,How to Sync Outlook Calendar With iPhoneKeep your meetings and reminders updated everywhere! Learn easy methods to sync Outlook with your iPhone and fix common sync issues so your schedule always stays in sync.#Outlook #iPhone #CalendarSync #Izoate #HowTohttps://www.izoate.com/blog/how-to-sync-outlook-calendar-with-iphone-reliable-methods-to-fix-and-prevent-sync-problems/,2025-11-28 20:56:48.573000+00:00,https://mastodon.social/@izoateofficial/115629320344044765,iPhone,0,,en,How to Sync Outlook Calendar With iPhoneKeep your meetings and reminders updated everywhere! Learn easy methods to sync Outlook with your iPhone and fix common sync issues so your schedule always stays in sync.#Outlook #iPhone #CalendarSync #Izoate #HowTohttps://www.izoate.com/blog/how-to-sync-outlook-calendar-with-iphone-reliable-methods-to-fix-and-prevent-sync-problems/,0.4926,positive,positive,0.6036026477813721,0.6036026477813721,caring,0.15199953317642212,False,toxicity,0.0003663056995719671
115629101134737051,mastodon,tugatech@masto.pt,"iPhone 17 é o ""salva-vidas"" do mercado chinês e domina o Dia dos Solteiros🔗 https://tugatech.com.pt/t74980-iphone-17-e-o-salva-vidas-do-mercado-chines-e-domina-o-dia-dos-solteiros#iphone #mercado",2025-11-28 20:01:03+00:00,https://masto.pt/@tugatech/115629101092392407,iPhone,0,,pt,"iPhone 17 is the ""salva-visive"" of the Chinese market and dominates the Solteiros Day https://tugatech.com.pt/t74980-iphone-17-e-o-salva-visdas-do-market-e-domina-o-dia-do-do-do-do-do-do-dos-soluteiros#iphone #marketed",0.0516,positive,positive,0.7107204794883728,0.7107204794883728,relief,0.08274280279874802,False,toxicity,0.0006772707565687597
115629074182213480,mastodon,appgefahren@techhub.social,"Es ist nicht mehr lange hin, und der erste #Advent steht vor der Tür. Einen Tag später starten wir in den #Dezember. Was darf da nicht fehlen? Natürlich der #appgefahren #Adventskalender. Auch in diesem Jahr könnt ihr wieder spannende #Preise gewinnen: Wir haben zahlreiche Partner gefunden und für euch Preise im Gesamtwert von mehr als 10.000 Euro organisiert.Alle Infos: https://www.appgefahren.de/?p=390790#Apple #AppleBlog #iPhone #iPad #Mac #Gewinne #Gewinn #Gewinnspiel #Verlosung",2025-11-28 19:54:10+00:00,https://techhub.social/@appgefahren/115629074070529726,iPhone,1,,de,"It's not long ago, and the first #Advent is in front of the door. A day later we start in #December. What shouldn't be missing? Of course the #advent calendar #appropriate. Also in this year you can win your exciting #Prices: We have found many partners and organised for you prices in total worth more than 10,000 euros.All information: https://www.appgefahren.de/?p=390790#Apple #iPhone #iPad #iMac #Gwinne #Gwinning #Restoration",0.887,positive,positive,0.9137813448905945,0.9137813448905945,excitement,0.19614066183567047,False,christian,0.0032244641333818436
115628991067143214,mastodon,techradar@c.im,#TechRadar Not a drill: Amazon is discounting the iPhone 17 Pro for Black Friday – but there's a better deal at another retailer https://techrad.ar/kRXC #SeasonalSales #iPhone #Phones,2025-11-28 19:33:03+00:00,https://c.im/@techradar/115628991015156818,iPhone,0,,en,#TechRadar Not a drill: Amazon is discounting the iPhone 17 Pro for Black Friday – but there's a better deal at another retailer https://techrad.ar/kRXC #SeasonalSales #iPhone #Phones,0.556,positive,neutral,0.5311992168426514,0.0,neutral,0.08018177002668381,False,black,0.0076993550173938274
115628982442104990,mastodon,apfeltalk@creators.social,Apfeltalk: Der Tag am 28. November 2025Apple steht am 28. November 2025 im Fokus von regulatorischen Themen und neuen Lieferketten-Gerüchten. Gleichzeitig sorgen Berichte über Sicherheitsprobleme in der Podcasts-App und starke iPhone-Verkäufe in China für Aufmerksamkeit. EU prüft Apple Maps und Apple Ads als möhttps://www.apfeltalk.de/magazin/news/apfeltalk-der-tag-am-28-november-2025/#News #Apple #ApplePay #Datenschutz #EU #iPad #iPhone #Lieferkette #Mac #Sicherheit #Werbung,2025-11-28 19:30:52+00:00,https://creators.social/@apfeltalk/115628982412694566,iPhone,0,,de,"Appallalk: The day on 28 November 2025Apple is on 28 November 2025 in the focus of regulatory topics and new delivery chains. At the same time, reports on security problems in the podcast app and strong iPhone sales in China for attention. EU checks Apple Maps and Apple Ads as mohttps://www.appallalk.de/news/news/appallalk-de-tag-am-28 November-2025/#News #Apple #Data Protection #EU #iPad #iPhone #Secretion #",0.4588,positive,neutral,0.774732768535614,0.0,caring,0.11125441640615463,False,toxicity,0.000357784767402336
115628861500930847,mastodon,techradar@c.im,"#TechRadar Best Black Friday iPhone deals 2025: how to get a free iPhone 17 Pro Max, iPad, or a cheap phone today https://techrad.ar/PE96 #SeasonalSales #iPhone #Phones",2025-11-28 19:00:05+00:00,https://c.im/@techradar/115628861401672138,iPhone,0,,en,"#TechRadar Best Black Friday iPhone deals 2025: how to get a free iPhone 17 Pro Max, iPad, or a cheap phone today https://techrad.ar/PE96 #SeasonalSales #iPhone #Phones",0.8176,positive,positive,0.7341005206108093,0.7341005206108093,excitement,0.12530949711799622,False,black,0.05738316476345062
115628807009304984,mastodon,mountdiscovery@twit.social,me defending the #iPhone Air,2025-11-28 18:46:13+00:00,https://twit.social/@mountdiscovery/115628806895111545,iPhone,0,,en,me defending the #iPhone Air,0.0,neutral,neutral,0.58866286277771,0.0,anger,0.11160774528980255,False,toxicity,0.00048174022231251
115628429742143687,mastodon,konsensor@social.tchncs.de,"Komme mit den neuen Apple AirPods Pro 3 überhaupt nicht klar. Da kann doch was nicht stimmen. Sobald ich beim Telefonieren spreche, fühlt es sich an als würde dir jemand mit der flachen Hand aufs Ohr klatschen. 🤬 Jemand Empfehlungen für ein gutes kabelloses Headset zum telefonieren? Lange Telefonate, also lange Akkulaufzeit und bequemes Sitzen wären super. #Followerpower #Headset #Apple #AirPodsPro3 #iPhone",2025-11-28 17:10:18+00:00,https://social.tchncs.de/@konsensor/115628429710106403,iPhone,0,,de,"Come with the new Apple AirPods Pro 3 is not clear at all. There can't be anything to say. As soon as I speak on the phone, it feels like someone would knock you out with the flat hand on your ear. ► Someone's recommendations for a good cableless headset? Long phone, so long battery time and comfortable seats would be super. #Followpower # Headset #Apple #airPodsPro3 #iPhone",0.9276,positive,negative,0.7998518943786621,-0.7998518943786621,confusion,0.23326429724693298,False,toxicity,0.0008652218384668231
115628393100287469,mastodon,teknofixitsolutions.com@bsky.brid.gy,#Apple has delayed the #iPhone Air 2 until at least spring 2027 to address the single-camera setup that killed its predecessor’s sales. #Tech #Computing #Science #Engineering #Business #TechNews #Blog #News #Markets #USA #EU #Europe #SocialMedia #Java,2025-11-28 17:00:32.824000+00:00,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:qej434fbmobqla2nga2boski/post/3m6pecokjq22g,iPhone,0,,en,#Apple has delayed the #iPhone Air 2 until at least spring 2027 to address the single-camera setup that killed its predecessor’s sales. #Tech #Computing #Science #Engineering #Business #TechNews #Blog #News #Markets #USA #EU #Europe #SocialMedia #Java,-0.7506,negative,neutral,0.5384324193000793,0.0,annoyance,0.08001110702753067,False,toxicity,0.00038289008080028
115628392660653868,mastodon,teknofixitsolutions.com@bsky.brid.gy,"#Google has announced that starting today, Pixel 10 series owners will be able to use Quick Share to send files to #iPhone users. #Tech #Computing #GooglePixel #Android #Apple #Science #Engineering #Business #TechNews #Blog #News #Markets #USA #EU #Europe #SocialMedia #Java",2025-11-28 17:00:09.941000+00:00,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:qej434fbmobqla2nga2boski/post/3m6pebyq72c2g,iPhone,0,,en,"#Google has announced that starting today, Pixel 10 series owners will be able to use Quick Share to send files to #iPhone users. #Tech #Computing #GooglePixel #Android #Apple #Science #Engineering #Business #TechNews #Blog #News #Markets #USA #EU #Europe #SocialMedia #Java",0.296,positive,positive,0.5434383749961853,0.5434383749961853,caring,0.1299036294221878,False,toxicity,0.00035450459108687937
115628235323375046,mastodon,larampa,"#iPhone e la #tastiera 'contro' l'#italiano, il mistero delle #vocalihttps://www.larampa.news/2025/11/iphone-tastiera-contro-italiano-mistero-vocali/",2025-11-28 16:20:52.483000+00:00,https://mastodon.social/@larampa/115628235323375046,iPhone,0,,it,"#iPhone and #tran 'trano' #Italian keyboard, the mystery of #vocalihttps://www.larampa.news/2025/11/iphone-twasteera-contre-Italiano-tero-vocali/",0.0,neutral,neutral,0.7900764346122742,0.0,curiosity,0.29634591937065125,False,toxicity,0.009747507981956005
115627947888135370,mastodon,moezine@ol2ol.com,https://www.moezine.com/2193801/ 櫻坂46四期生が「サクコイ」に初登場！ 恋愛ストーリー配信10月22日開始 | AppBank 2025 11/28 [PR] 本ページでは一部にアフィリエイトリンクを利用しており、購入実績などに基づいて手数料を受領しています。 株式会社10ANTZは10月8日、櫻坂46公式スマホゲーム『サクコイ』に四期生メンバ #Android #iOS #iphone #sakurazaka46 #アップル #アプリ #ガジェット #ゲーム #スマホ #スマホアクセサリ #櫻坂46,2025-11-28 15:07:43+00:00,https://ol2ol.com/@moezine/115627947711319668,iPhone,0,,ja,https://www.moezine.com/2193801/ 櫻坂46四期生が「サクコイ」に初登場！ 恋愛ストーリー配信10月22日開始 | AppBank 2025 11/28 [PR] 本ページでは一部にアフィリエイトリンクを利用しており、購入実績などに基づいて手数料を受領しています。 株式会社10ANTZは10月8日、櫻坂46公式スマホゲーム『サクコイ』に四期生メンバ #Android #iOS #iphone #sakurazaka46 #アップル #アプリ #ガジェット #ゲーム #スマホ #スマホアクセサリ #櫻坂46,0.0,neutral,neutral,0.8918501734733582,0.0,caring,0.08089680969715118,False,toxicity,0.0003770569746848196
115627933219118245,mastodon,rainerklute@mastodon.design,"Schon seit vielen Updates ist es so, dass meine Voicemail fast immer erst mit massiver Verspätung mitteilt, dass jemand »drauf« gesprochen hat. Heute, am Mittwoch, kamen zwei Benachrichtigungen von Freitag, also fünf Tage später. Kennt jemand das Problem und/oder eine Lösung?#iPhone #Voicemail",2025-11-28 15:04:01+00:00,https://mastodon.design/@rainerklute/115627933135557970,iPhone,0,,de,"Since many updates it's been so that my voicemail almost always announces with massive delay that someone has spoken ""dried"". Today, Wednesday, two notifications of Friday, so five days later. Does anyone know the problem and/or a solution?#iPhone #Voicemail",-0.6124,negative,negative,0.8236208558082581,-0.8236208558082581,curiosity,0.18782123923301697,False,toxicity,0.0003528789966367185
115627921355394867,mastodon,apfeltalk@creators.social,EU könnte Regulierung von Apple Karten und Werbegeschäft ausweitenDie EU nimmt Apples Dienste erneut genau unter die Lupe. Unter dem Gesetz über digitale Märkte könnten Apple Karten und Apples Werbegeschäft künftig strenger reguliert werden.Digital Markets Act: https://www.apfeltalk.de/magazin/news/eu-koennte-regulierung-von-apple-karten-und-werbegeschaeft-ausweiten/#iPhone #News #Apple #AppleKarten #AppleWerbung #DigitalMarketsAct #DMA #EU #Gatekeeper #Regulierung #Wettbewerb,2025-11-28 15:00:57+00:00,https://creators.social/@apfeltalk/115627921061675117,iPhone,0,,de,The EU could expand the regulation of Apple cards and businessThe EU takes Apples services directly under the ceiling. Under the Digital Markets Act Apple cards and Apples Business could be regulated more closely in the future.Digital Markets Act: https://www.appallalk.de/news/news/eu-counter-regulation-of-apple card and business-extensions/#iPhone #News #Apple #AppleMaps #AppleAdvertisement #DigitalMarketsAct #DMA #EU #Gatekeeper #Regulation #Wettop,0.3182,positive,neutral,0.6946871876716614,0.0,caring,0.10057559609413147,False,toxicity,0.00036883039865642786
